store_id,place_id,store_name,banner,format,reckitt_target,exclusion_reason,address,city,region,lat,lng,category,rating,review_count,phone,opening_hours,website,google_types,vicinity,price_level,business_status,annual_sales_usd,lines_per_store,covered,source,poi_count,actual_location,matches_selected_region,geographic_note
ChIJcevD1rmTAjEReUM5PUCh5EM,ChIJcevD1rmTAjEReUM5PUCh5EM,Dpharmacy Ban Amphoe,Independent,Pharmacy (independent),TARGET,,Thailand,Chon Buri,Chon Buri,12.8192815,100.9161918,pharmacy,4.8,6,095 167 1812,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",Thailand,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJifi3_v3iAjER2Md-xhA51-o,ChIJifi3_v3iAjER2Md-xhA51-o,Charoen Phesat,Independent (no name keyword),Pharmacy (independent),TARGET,,"304 Prachanimitsuk Road, Tambon Ban Khai",Amphoe Ban Khai,Chon Buri,12.7854331,101.2979012,pharmacy,0,0,038 641 038,Monday: 7:30 AM – 8:00 PM | Tuesday: 7:30 AM – 8:00 PM | Wednesday: 7:30 AM – 8:00 PM | Thursday: 7:30 AM – 8:00 PM | Friday: 7:30 AM – 8:00 PM | Saturday: 7:30 AM – 8:00 PM | Sunday: 7:30 AM – 8:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","304 Prachanimitsuk Road, Tambon Ban Khai, Amphoe Ban Khai",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJVcoMNPziAjERAewK55Hm0mw,ChIJVcoMNPziAjERAewK55Hm0mw,Rungrueng Osot,Independent (no name keyword),Pharmacy (independent),TARGET,,"Q8P2+38C, Ban Khai",Ban Khai District,Chon Buri,12.7851781,101.3007507,pharmacy,4,2,095 249 7649,Monday: 7:30 AM – 5:00 PM | Tuesday: 7:30 AM – 5:00 PM | Wednesday: 7:30 AM – 5:00 PM | Thursday: 7:30 AM – 5:00 PM | Friday: 7:30 AM – 5:00 PM | Saturday: 7:30 AM – 5:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Q8P2+38C, Ban Khai, Ban Khai District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJr5cOmzvlAjERpdJWXXcAPpE,ChIJr5cOmzvlAjERpdJWXXcAPpE,ร้านยาเก้าโอสถ Kao Pharmacy,ร้านยา (Independent),Pharmacy (independent),TARGET,,"Q5MG+GWX, Map Kha",Nikhom Phatthana District,Chon Buri,12.783868,101.1773549,pharmacy,5,2,081 646 4714,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,https://www.facebook.com/profile.php?id=61551427825754,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Q5MG+GWX, Map Kha, Nikhom Phatthana District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJvy0jRpyVAjER5_M8DcXvzlo,ChIJvy0jRpyVAjER5_M8DcXvzlo,ร้านขายยา ห้วยใหญ่ฟาร์มาซี PHARMACY,Independent,Pharmacy (independent),TARGET,,Bang Lamung District,Chon Buri,Chon Buri,12.8617316,100.9494892,pharmacy,3,2,083 077 4124,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",Bang Lamung District,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJZ0nvv7CUAjERxCvytx6JDBE,ChIJZ0nvv7CUAjERxCvytx6JDBE,Oranoot Pharmacy,Independent,Pharmacy (independent),TARGET,,"61 Moo 6, Huayyai",Bang Lamung,Chon Buri,12.8663431,100.9707499,pharmacy,4.3,6,082 469 4500,Monday: 6:30 AM – 8:00 PM | Tuesday: 6:30 AM – 8:00 PM | Wednesday: 6:30 AM – 8:00 PM | Thursday: 6:30 AM – 8:00 PM | Friday: 6:30 AM – 8:00 PM | Saturday: 6:30 AM – 8:00 PM | Sunday: 6:30 AM – 8:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","61 Moo 6, Huayyai, Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ9Ty9hNOZAjERrNPRyhDOJR0,ChIJ9Ty9hNOZAjERrNPRyhDOJR0,Pharmacy Instagram: Vall.pro,Independent,Pharmacy (independent),TARGET,,Pier,Amphoe Bang Lamung,Chon Buri,12.9226548,100.7883492,pharmacy,5,7,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Pier, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJB-GtSZKXAjERjhi32knxWjI,ChIJB-GtSZKXAjERjhi32knxWjI,ร้านขายยา อลิซ ฟาร์มาซี Alyzpharmacy,Independent,Pharmacy (independent),TARGET,,"352/754 พระตำหนักซอย 4 ตำบลหนองปรือ อำเภอบางละมุง จังหวัดชลบุรี 20150 หนองปรือ, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9150997,100.862008,pharmacy,5,3,091 870 5165,Monday: 8:00 AM – 11:55 PM | Tuesday: 8:00 AM – 11:55 PM | Wednesday: 8:00 AM – 11:55 PM | Thursday: 8:00 AM – 11:55 PM | Friday: 8:00 AM – 11:55 PM | Saturday: 8:00 AM – 11:55 PM | Sunday: 8:00 AM – 11:55 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","352/754 พระตำหนักซอย 4 ตำบลหนองปรือ อำเภอบางละมุง จังหวัดชลบุรี 20150 หนองปรือ, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ9RCvYeeVAjERKpZQmGgb0So,ChIJ9RCvYeeVAjERKpZQmGgb0So,KPN PHARMACY Аптека,Independent,Pharmacy (independent),TARGET,,"ร้านยา เคพีเอ็น KPN PHARMACY, 338/361 พรตำหนักซอย 5",Amphoe Bang Lamung,Chon Buri,12.9128865,100.8632527,pharmacy,5,27,096 975 9106,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","ร้านยา เคพีเอ็น KPN PHARMACY, 338/361 พรตำหนักซอย 5, Amphoe Bang Lamung",0,Temporarily Closed,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJt31FNT-XAjERCUSRllK_-lM,ChIJt31FNT-XAjERCUSRllK_-lM,Jitniyom Pharmacy,Independent,Pharmacy (independent),TARGET,,"396, 9",Amphoe Bang Lamung,Chon Buri,12.9208212,100.8615159,pharmacy,3.1,9,038 199 369,Monday: 9:30 AM – 9:30 PM | Tuesday: 9:30 AM – 9:30 PM | Wednesday: 9:30 AM – 9:30 PM | Thursday: 9:30 AM – 9:30 PM | Friday: 9:30 AM – 9:30 PM | Saturday: 9:30 AM – 9:30 PM | Sunday: 9:30 AM – 9:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","396, 9, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJzfh5VjWXAjER68iqjKFz41Y,ChIJzfh5VjWXAjER68iqjKFz41Y,Good Wealth Pharmacy Pratumnak Pattaya (ร้านยา กู๊ดเวลท์ ฟาร์มาซี),ร้านยา (Independent),Pharmacy (independent),TARGET,,338/364 หมู่ 12,Amphoe Bang Lamung,Chon Buri,12.9129863,100.8635418,pharmacy,5,1,083 265 6569,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","338/364 หมู่ 12, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJif7TAFCXAjEREFNMXIEnxzY,ChIJif7TAFCXAjEREFNMXIEnxzY,Pharmacy,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,Pattaya City,Bang Lamung District,Chon Buri,12.9207479,100.8621795,pharmacy,4.6,14,038 250 260,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Pattaya City, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJzSgiVlyWAjER4QCR0lvKaoM,ChIJzSgiVlyWAjER4QCR0lvKaoM,Good will pharmacy,Independent,Pharmacy (independent),TARGET,,WV57+JQ3,Bang Lamung District,Chon Buri,12.9090158,100.8644317,pharmacy,4.8,12,,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","WV57+JQ3, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ1cZBBF2WAjERrt6VTgYVkCU,ChIJ1cZBBF2WAjERrt6VTgYVkCU,Oshi Pharmacy,Independent,Pharmacy (independent),TARGET,,"5 Thanon Thap Phraya, หนองปรือ",Amphoe Bang Lamung,Chon Buri,12.9094772,100.8653455,pharmacy,3.6,5,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","5 Thanon Thap Phraya, หนองปรือ, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJu2KVKwCXAjERehtv5FIOjjs,ChIJu2KVKwCXAjERehtv5FIOjjs,Sonia cosmetic,Independent (no name keyword),Pharmacy (independent),TARGET,,"หนองปรือ, 354/417, 12 ซอยพัทยาปาร์ค",Amphoe Bang Lamung,Chon Buri,12.9096731,100.8655919,pharmacy,0,0,,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","หนองปรือ,354/417, 12 ซอยพัทยาปาร์ค, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJV_4bp4eXAjER1GUpomZU-Dg,ChIJV_4bp4eXAjER1GUpomZU-Dg,Kattika pharmacy(pattaya park branch),Independent,Pharmacy (independent),TARGET,,"354, 30 Village No. 12, Subdistrict",Amphoe Bang Lamung,Chon Buri,12.9095789,100.8661376,pharmacy,4,94,088 563 3602,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,https://sites.google.com/view/kattikapharmacy/home,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","354, 30 Village No. 12, Subdistrict, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJrW0xYACXAjERhphIP4rmezQ,ChIJrW0xYACXAjERhphIP4rmezQ,Mega Pharmacy,Independent,Pharmacy (independent),TARGET,,"354, ต, 179",Amphoe Bang Lamung,Chon Buri,12.9096932,100.8663341,pharmacy,4.9,13,082 455 6635,Monday: 8:00 AM – 11:30 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 11:30 PM | Saturday: 8:00 AM – 11:30 PM | Sunday: 8:00 AM – 11:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","354, ต, 179, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJB0xVaKuXAjERSj1w2c5UZS8,ChIJB0xVaKuXAjERSj1w2c5UZS8,DR.JEN Pharmacy (Pratumnak Mountain Branch) ร้านยาด็อกเตอร์เจน ฟาร์มาซี สาขาเขาพระตำหนัก аптека в Паттайе 药店,Independent,Pharmacy (independent),TARGET,,"540, 203 หมู่ที่ 12 Phra Tamnak",Amphoe Bang Lamung,Chon Buri,12.9141769,100.8666617,pharmacy,5,78,064 021 8598,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","540, 203 หมู่ที่ 12 Phra Tamnak, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJxQdi46WXAjER0EdXSg4_WkU,ChIJxQdi46WXAjER0EdXSg4_WkU,ร้านขายยา 药店 Pharmacy,Independent,Pharmacy (independent),TARGET,,"WV69+X4C, Pattaya City",Bang Lamung District,Chon Buri,12.9124393,100.8677792,pharmacy,4.6,14,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","WV69+X4C, Pattaya City, Bang Lamung District",0,Temporarily Closed,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJpzAU9_2UAjERUwAiCl5MdI8,ChIJpzAU9_2UAjERUwAiCl5MdI8,SNUNUOW PHARMACY,Independent,Pharmacy (independent),TARGET,,"VWWR+RQ8, Soi Nongmaikaen, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.8970371,100.9419566,pharmacy,5,1,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","VWWR+RQ8, Soi Nongmaikaen, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJUzv7O3aVAjERjkXd6eM_NXI,ChIJUzv7O3aVAjERjkXd6eM_NXI,HUANGYAI PHARMACY,Independent,Pharmacy (independent),TARGET,,"WWHP+3JC, Porn Prapa Nimit 22, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9276945,100.9365089,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","WWHP+3JC, Porn Prapa Nimit 22, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ40OoYI2VAjERPVt_spxX_F0,ChIJ40OoYI2VAjERPVt_spxX_F0,SJ Phramacy,Independent (no name keyword),Pharmacy (independent),TARGET,,"5/32 Thanon Pornprapanimit, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9320418,100.9400122,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","5/32 Thanon Pornprapanimit, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJyUn6lEWXAjERdGo3xd_gl28,ChIJyUn6lEWXAjERdGo3xd_gl28,PLOYFANY PHARMACY (ร้านยาพลอยฟานี่ ฟาร์มาซี) 药店 Аптека,Independent,Pharmacy (independent),TARGET,,"1/4 Moo.7, Pornprapanimit road ติดโลตัส สี่แยกมิตรกมล (Mit-Ka-Mon Intersection, Next door of Lotus",อำเภอบางละมุง,Chon Buri,12.932374,100.9393004,pharmacy,4.9,24,086 115 5633,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,https://www.facebook.com/ployfanypharmacy/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1/4 Moo.7, Pornprapanimit road ติดโลตัส สี่แยกมิตรกมล (Mit-Ka-Mon Intersection, Next door of Lotus, อำเภอบางละมุง",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJkceNH1bnAjERXe-w4pRR2AQ,ChIJkceNH1bnAjERXe-w4pRR2AQ,ร้านขายยา มาดีเมด (Madee Med Drug Store By Pharmacist),Independent (no name keyword),Pharmacy (independent),TARGET,,Mae Nam Khu,Pluak Daeng District,Chon Buri,12.9275055,101.2251566,pharmacy,5,4,095 162 8124,Monday: 9:00 AM – 10:00 PM | Tuesday: 3:30 – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 3:30 – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://web.facebook.com/madeemed2023,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Mae Nam Khu, Pluak Daeng District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJmxjsdQDnAjERvZdVOJc9v1M,ChIJmxjsdQDnAjERvZdVOJc9v1M,The Mint ม้าคึกยันหว่าง,Independent (no name keyword),Pharmacy (independent),TARGET,,"พื้นที่ปลูกป่าอ่างดอกกราย MSC, Tambon Mae Nam Khu",Amphoe Pluak Daeng,Chon Buri,12.9016737,101.2099573,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","พื้นที่ปลูกป่าอ่างดอกกราย MSC, Tambon Mae Nam Khu, Amphoe Pluak Daeng",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJQTCz8_j9AjER1fgQBKGMr54,ChIJQTCz8_j9AjER1fgQBKGMr54,กระปุกโอสถ สาขาตลาดมิดไนท์ (หลัง central ระยอง),Independent (no name keyword),Pharmacy (independent),TARGET,,"84, 39",เมือง,Chon Buri,12.6916906,101.2683692,pharmacy,5,3,082 692 2929,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","84, 39, เมือง",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJF8SY5kD8AjER1NO01dz-up4,ChIJF8SY5kD8AjER1NO01dz-up4,Osothsomboon,Independent (no name keyword),Pharmacy (independent),TARGET,,"7, 16 Sukhumvit Road",เมือง,Chon Buri,12.6807897,101.2839404,pharmacy,5,3,038 611 020,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: Closed,https://m.facebook.com/osothsomboon/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","7, 16 Sukhumvit Road, เมือง",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJwfJu8Gn9AjERvn0BqacruzM,ChIJwfJu8Gn9AjERvn0BqacruzM,ไออุ่นเภสัช (I-Oun Pharmacy),เภสัช (Independent),Pharmacy (independent),TARGET,,"2061 1/466 ม.3 ต.ทับมา, เทศบาลนครระยอง",อำเภอเมืองระยอง,Chon Buri,12.6943588,101.2651808,pharmacy,5,9,061 274 8214,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","2061 1/466 ม.3 ต.ทับมา, เทศบาลนครระยอง, อำเภอเมืองระยอง",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ65-oG3z7AjERU2lcChLls9w,ChIJ65-oG3z7AjERU2lcChLls9w,Pharmapro Tubma,Independent (no name keyword),Pharmacy (independent),TARGET,,"65, 1",เมือง,Chon Buri,12.6980114,101.2600665,pharmacy,5,1,080 794 1746,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","65, 1, เมือง",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJq6qqqrb9AjERKnn4XxHBg8I,ChIJq6qqqrb9AjERKnn4XxHBg8I,แผนก ALRL,Independent (no name keyword),Pharmacy (independent),TARGET,,Mueang Rayong District,Chon Buri,Chon Buri,12.6837419,101.3034028,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",Mueang Rayong District,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJlx_5fBHAAjERz74D9eMXnUo,ChIJlx_5fBHAAjERz74D9eMXnUo,Porn Thep Pharmacy,Independent,Pharmacy (independent),TARGET,,"109/2, Moo 1, Tambon Khao Mai Kaeo, Amphoe Bang Lamung, Chon Buri",20150,Chon Buri,12.957219,100.995373,pharmacy,3.5,2,038 309 244,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","109/2, Moo 1, Tambon Khao Mai Kaeo, Amphoe Bang Lamung, Chon Buri, 20150",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJYegzhAjAAjERwTdmvMaip0M,ChIJYegzhAjAAjERwTdmvMaip0M,Niyom Osot,Independent (no name keyword),Pharmacy (independent),TARGET,,"15/5, Moo 2, Tambon Pong, Amphoe Bang Lamung, Chon Buri",20150,Chon Buri,12.9526965,100.9840239,pharmacy,5,1,038 734 878,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","15/5, Moo 2, Tambon Pong, Amphoe Bang Lamung, Chon Buri, 20150",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJNwzEDPHDAjERu-gCoVCu1bM,ChIJNwzEDPHDAjERu-gCoVCu1bM,ร้านขายยามาดี เมดิซิน Madee Medicine Drug Store 药店 (Pluak Daeng),Independent (no name keyword),Pharmacy (independent),TARGET,,"69, ร้านขายยาหน้าซีเจมอร์ sc วังตาผิน, 92 ม.4, ต.ปลวกแดง",Amphoe Pluak Daeng,Chon Buri,12.9799985,101.1940517,pharmacy,4.8,6,081 514 9882,Monday: 7:30 AM – 10:00 PM | Tuesday: 7:30 AM – 10:00 PM | Wednesday: 7:30 AM – 10:00 PM | Thursday: 7:30 AM – 10:00 PM | Friday: 7:30 AM – 10:00 PM | Saturday: 7:30 AM – 10:00 PM | Sunday: 7:30 AM – 10:00 PM,http://facebook.com/madeemed2023,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","69, ร้านขายยาหน้าซีเจมอร์ sc วังตาผิน, 92 ม.4, ต.ปลวกแดง, Amphoe Pluak Daeng",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
